"time","ca_cyto.c.c","ca_sub.c.c"
9.500000000000001e-05,0.0001194775350984319,0.000114480919294519
9.6e-05,0.000119474794370382,0.0001146042520536491
9.7e-05,0.0001194721227971628,0.0001147244728454752
9.8e-05,0.0001194695186269648,0.0001148416605014251
9.899999999999999e-05,0.0001194669801720453,0.0001149558909699182
0.0001,0.0001194645057686749,0.0001150672391187733
0.000101,0.0001194620937998116,0.0001151757777148777
0.000102,0.0001194597426887093,0.0001152815777118062
0.000103,0.000119457450895824,0.0001153847083890415
0.000104,0.0001194552169285445,0.0001154852369140795
0.000105,0.000119453039325824,0.0001155832290340252
0.000106,0.0001194509166668614,0.0001156787486849317
0.000107,0.0001194488475706227,0.0001157718580133194
0.000108,0.0001194468306777554,0.0001158626181900571
0.000109,0.0001194448646786906,0.0001159510881457384
0.00011,0.000119442948285279,0.000116037325847081
0.000111,0.0001194410802381937,0.0001161213879637957
0.000112,0.0001194392593256766,0.0001162033290249945
0.000113,0.000119437484356677,0.0001162832026279583
0.000114,0.000119435754176141,0.0001163610607501126
0.000115,0.0001194340676547873,0.0001164369542091129
0.000116,0.0001194324236871101,0.0001165109327527184
0.000117,0.0001194308212030884,0.0001165830445318736
0.000118,0.0001194292591498089,0.0001166533369276734
0.000119,0.0001194277365089581,0.000116721855764226
0.00012,0.0001194262522895609,0.0001167886456354137
0.000121,0.0001194248055139112,0.0001168537505380086
0.000122,0.0001194233952494089,0.0001169172124390056
0.000123,0.000119422020570987,0.0001169790729664318
0.000124,0.0001194206805786578,0.0001170393726197212
0.000125,0.0001194193743968248,0.0001170981508007218
0.000126,0.0001194181011680347,0.000117155446094827
0.000127,0.0001194168600640367,0.0001172112957733254
0.000128,0.0001194156502737723,0.0001172657363338478
0.000129,0.000119414471006751,0.0001173188033484701
0.00013,0.000119413321499019,0.0001173705311951022
0.000131,0.0001194122009923149,0.0001174209539955098
0.000132,0.0001194111087607828,0.0001174701044132123
0.000133,0.0001194100440900202,0.0001175180145963233
0.000134,0.0001194090062757177,0.0001175647162387552
0.000135,0.0001194079946490604,0.0001176102394371835
0.000136,0.0001194070085471716,0.0001176546140210582
0.000137,0.0001194060473272476,0.0001176978689165474
0.000138,0.0001194051103617039,0.0001177400323649456
0.000139,0.0001194041970371384,0.0001177811319693549
0.00014,0.0001194033067561279,0.0001178211946138146
0.000141,0.0001194024389383813,0.000117860246411426
0.000142,0.0001194015930179315,0.0001178983128307053
0.000143,0.00011940076844171,0.000117935418759737
0.000144,0.0001193999646719538,0.0001179715883978529
0.000145,0.0001193991811846471,0.0001180068453257635
0.000146,0.0001193984174660553,0.0001180412126615232
0.000147,0.0001193976730195207,0.0001180747127547367
0.000148,0.0001193969473558542,0.000118107367618903
0.000149,0.0001193962400026288,0.0001181391985132429
0.00015,0.0001193955504964877,0.0001181702262888064
0.000151,0.0001193948783872852,0.0001182004712021539
0.000152,0.000119394223236305,0.0001182299529955189
0.000153,0.0001193935846150786,0.000118258690949981
0.000154,0.0001193929621080977,0.0001182867037634134
0.000155,0.0001193923553071386,0.0001183140098058824
0.000156,0.0001193917638164799,0.000118340626884854
0.000157,0.0001193911872495659,0.0001183665723953297
0.000158,0.0001193906252307909,0.0001183918632395642
0.000159,0.000119390077393337,0.0001184165159243674
0.00016,0.000119389543379653,0.0001184405465395387
0.000161,0.0001193890228407316,0.000118463970790409
0.000162,0.000119388515435706,0.0001184868040159864
0.000163,0.0001193880208327711,0.0001185090611474963
0.000164,0.0001193875387082475,0.0001185307567505102
0.000165,0.0001193870687500355,0.0001185519048695158
0.000166,0.0001193866106503363,0.0001185725193554581
0.000167,0.0001193861641104715,0.0001185926136488676
0.000168,0.0001193857288373165,0.0001186122009403462
0.000169,0.0001193853045460715,0.0001186312940458888
0.00017,0.0001193848909589737,0.0001186499054648188
0.000171,0.0001193844878064103,0.0001186680473297141
0.000172,0.0001193840948272679,0.0001186857313906749
0.000173,0.0001193837117645351,0.0001187029692132165
0.000174,0.000119383338368644,0.000118719772027889
0.000175,0.0001193829743929236,0.0001187361509348964
0.000176,0.0001193826196000899,0.0001187521166120068
0.000177,0.0001193822737573115,0.0001187676795366424
0.000178,0.000119381936641154,0.000118782849763345
0.000179,0.0001193816080322035,0.0001187976371657477
0.00018,0.0001193812877161659,0.0001188120513870746
0.000181,0.0001193809754834197,0.0001188261018602972
0.000182,0.0001193806711275031,0.0001188397978761994
0.000183,0.0001193803744497022,0.0001188531483769023
0.000184,0.0001193800852550561,0.0001188661621356474
0.000185,0.0001193798033582599,0.0001188788474911574
0.000186,0.0001193795285738942,0.0001188912127873022
0.000187,0.0001193792607230165,0.0001189032660764905
0.000188,0.0001193789996302308,0.0001189150152515525
0.000189,0.000119378745125037,0.0001189264679849831
0.00019,0.0001193784970415767,0.000118937631740416
0.000191,0.0001193782552179779,0.0001189485138020842
0.000192,0.0001193780194964841,0.0001189591212690412
0.000193,0.0001193777897231684,0.0001189694610679859
0.000194,0.00011937756574796,0.0001189795399521084
0.000195,0.0001193773474249834,0.0001189893644858073
0.000196,0.0001193771346115097,0.0001189989410918821
0.000197,0.0001193769271684798,0.0001190082760279892
0.000198,0.0001193767249602382,0.0001190173753986313
0.000199,0.0001193765278544187,0.0001190262451602882
0.0002,0.0001193763357218303,0.0001190348911265474
0.000201,0.0001193761484372624,0.0001190433189318897
0.000202,0.0001193759658795634,0.000119051534028134
0.000203,0.0001193757879281699,0.0001190595418406395
0.000204,0.0001193756144664582,0.0001190673476174726
0.000205,0.0001193754453806093,0.0001190749564804801
0.000206,0.0001193752805595124,0.0001190823734296544
0.000207,0.0001193751198978848,0.00011908960320271
0.000208,0.0001193749632900362,0.0001190966505557224
0.000209,0.0001193748106330068,0.0001191035201218681
0.00021,0.0001193746618268804,0.0001191102163973873
0.000211,0.0001193745167741964,0.0001191167437680042
0.000212,0.0001193743753815301,0.0001191231064378254
0.000213,0.0001193742375563363,0.000119129308571391
0.000214,0.0001193741032084046,0.0001191353542281644
0.000215,0.0001193739722500463,0.0001191412473541405
0.000216,0.0001193738445957606,0.000119146991796848
0.000217,0.0001193737201625842,0.0001191525912896453
0.000218,0.0001193735988692563,0.0001191580494892626
0.000219,0.0001193734806365192,0.0001191633699622991
0.00022,0.000119373365387124,0.0001191685561849531
0.000221,0.0001193732530456957,0.0001191736115490963
0.000222,0.0001193731435393699,0.0001191785393336325
0.000223,0.0001193730367964595,0.0001191833427644825
0.000224,0.0001193729327469832,0.0001191880249907982
0.000225,0.0001193728313227401,0.0001191925890816218
0.000226,0.000119372732457131,0.0001191970380339152
0.000227,0.0001193726360866552,0.0001192013747052194
0.000228,0.0001193725421480648,0.0001192056019416787
0.000229,0.0001193724505795849,0.0001192097225231705
0.00023,0.0001193723613211906,0.0001192137391508128
0.000231,0.0001193722743142928,0.000119217654461115
0.000232,0.0001193721895030065,0.0001192214709689026
0.000233,0.0001193721068317575,0.000119225191175016
0.000234,0.000119372026246288,0.0001192288175210495
0.000235,0.0001193719476939154,0.0001192323523777287
0.000236,0.0001193718711232617,0.0001192357980570574
0.000237,0.000119371796484708,0.0001192391567918914
0.000238,0.0001193717237294784,0.0001192424307771407
0.000239,0.0001193716528099851,0.0001192456221542545
0.00024,0.0001193715836799116,0.0001192487330074878
0.000241,0.0001193715162940862,0.0001192517653695523
0.000242,0.0001193714506086953,0.0001192547212120657
0.000243,0.0001193713865808067,0.0001192576024669843
0.000244,0.0001193713241685209,0.0001192604110197735
0.000245,0.0001193712633310011,0.0001192631487080924
0.000246,0.0001193712040283917,0.0001192658173254491
0.000247,0.0001193711462223576,0.0001192684185969163
0.000248,0.0001193710898750445,0.0001192709542259434
0.000249,0.0001193710349494662,0.0001192734258769063
0.00025,0.0001193709814096327,0.0001192758351693536
0.000251,0.0001193709292204115,0.0001192781836842481
0.000252,0.0001193708783482183,0.0001192804729328824
0.000253,0.0001193708287597322,0.0001192827044147027
0.000254,0.0001193707804223794,0.0001192848795955204
0.000255,0.0001193707333045202,0.0001192869998991327
0.000256,0.0001193706873752843,0.0001192890667146962
0.000257,0.0001193706426050183,0.0001192910813766142
0.000258,0.0001193705989644435,0.0001192930452024295
0.000259,0.000119370556424957,0.0001192949594792746
0.00026,0.0001193705149587562,0.0001192968254582624
0.000261,0.0001193704745387243,0.000119298644359653
0.000262,0.0001193704351386392,0.0001193004173634376
0.000263,0.000119370396732754,0.0001193021456282278
0.000264,0.0001193703592959295,0.0001193038302852883
0.000265,0.0001193703228036895,0.000119305472436045
0.000266,0.0001193702872321541,0.0001193070731550976
0.000267,0.0001193702525582683,0.0001193086334799225
0.000268,0.0001193702187593559,0.0001193101544309402
0.000269,0.0001193701858132607,0.0001193116370051881
0.00027,0.0001193701536984133,0.0001193130821732823
0.000271,0.000119370122393762,0.0001193144908825566
0.000272,0.0001193700918790986,0.0001193158640423758
0.000273,0.0001193700621344554,0.0001193172025512873
0.000274,0.0001193700331403013,0.000119318507288186
0.000275,0.0001193700048776516,0.0001193197791073927
0.000276,0.000119369977327979,0.000119321018842625
0.000277,0.0001193699504735072,0.0001193222272938309
0.000278,0.0001193699242966739,0.0001193234052512937
0.000279,0.0001193698987803016,0.0001193245534880211
0.00028,0.0001193698739077,0.0001193256727550646
0.000281,0.0001193698496625874,0.0001193267637851038
0.000282,0.000119369826029269,0.0001193278272844072
0.000283,0.0001193698029923014,0.0001193288639479217
0.000284,0.0001193697805365902,0.0001193298744548982
0.000285,0.0001193697586474544,0.0001193308594659831
0.000286,0.0001193697373105723,0.000119331819625656
0.000287,0.0001193697165121105,0.0001193327555564144
0.000288,0.0001193696962384771,0.0001193336678698926
0.000289,0.0001193696764763878,0.0001193345571638918
0.00029,0.0001193696572129133,0.0001193354240202204
0.000291,0.0001193696384354375,0.0001193362690066107
0.000292,0.00011936962013181,0.000119337092669824
0.000293,0.0001193696022900646,0.0001193378955483489
0.000294,0.0001193695848984944,0.0001193386781689896
0.000295,0.0001193695679457141,0.0001193394410440811
0.000296,0.000119369551420613,0.000119340184673613
0.000297,0.0001193695353125166,0.0001193409095379332
0.000298,0.0001193695196108955,0.0001193416161108665
0.000299,0.0001193695043054421,0.0001193423048562515
0.0003,0.0001193694893861406,0.0001193429762247996
0.000301,0.0001193694748432186,0.0001193436306562738
0.000302,0.0001193694606672714,0.0001193442685738841
0.000303,0.0001193694468490373,0.0001193448903944004
0.000304,0.0001193694333794535,0.0001193454965256584
0.000305,0.0001193694202497109,0.0001193460873640564
0.000306,0.0001193694074512162,0.0001193466632963057
0.000307,0.000119369394975677,0.0001193472246955536
0.000308,0.0001193693828149444,0.0001193477719285087
0.000309,0.0001193693709610475,0.0001193483053538549
0.00031,0.0001193693594062335,0.0001193488253204745
0.000311,0.0001193693481429379,0.0001193493321687627
0.000312,0.0001193693371638645,0.0001193498262270543
0.000313,0.0001193693264618404,0.0001193503078181241
0.000314,0.0001193693160298469,0.0001193507772578178
0.000315,0.0001193693058610574,0.0001193512348533348
0.000316,0.0001193692959488102,0.0001193516809044491
0.000317,0.0001193692862866933,0.0001193521156996989
0.000318,0.0001193692768683944,0.0001193525395231374
0.000319,0.0001193692676877318,0.000119352952652947
0.00032,0.0001193692587386969,0.0001193533553595046
0.000321,0.000119369250015427,0.0001193537479066402
0.000322,0.0001193692415122804,0.0001193541305482299
0.000323,0.0001193692332237036,0.0001193545035341746
0.000324,0.0001193692251442573,0.0001193548671092501
0.000325,0.0001193692172686559,0.0001193552215113028
0.000326,0.0001193692095917427,0.0001193555669723864
0.000327,0.0001193692021085468,0.0001193559037161946
0.000328,0.0001193691948141821,0.0001193562319625999
0.000329,0.0001193691877038647,0.0001193565519268755
0.0003300000000000001,0.0001193691807729441,0.0001193568638182918
0.000331,0.0001193691740168833,0.0001193571678410195
0.000332,0.0001193691674313046,0.0001193574641920552
0.000333,0.0001193691610119079,0.0001193577530649002
0.000334,0.0001193691547544833,0.0001193580346489995
0.000335,0.0001193691486549371,0.0001193583091285694
0.000336,0.000119369142709275,0.0001193585766833572
0.000337,0.0001193691369136736,0.0001193588374854141
0.000338,0.0001193691312643609,0.0001193590917044806
0.000339,0.0001193691257576353,0.0001193593395071262
0.00034,0.0001193691203899089,0.0001193595810548093
0.000341,0.0001193691151576838,0.000119359816504931
0.000342,0.0001193691100575497,0.000119360046010962
0.000343,0.0001193691050861805,0.0001193602697225692
0.000344,0.0001193691002403321,0.0001193604877857425
0.000345,0.0001193690955168391,0.0001193607003429211
0.000346,0.0001193690909126123,0.0001193609075331209
0.000347,0.0001193690864246402,0.0001193611094918632
0.000348,0.0001193690820499774,0.0001193613063516815
0.000349,0.0001193690777857456,0.0001193614982421059
0.00035,0.0001193690736291328,0.0001193616852896782
0.000351,0.0001193690695773891,0.0001193618676181433
0.000352,0.0001193690656278238,0.0001193620453485763
0.000353,0.000119369061777803,0.0001193622185995082
0.000354,0.0001193690580247464,0.0001193623874870523
0.000355,0.0001193690543661245,0.0001193625521250306
0.000356,0.0001193690508000993,0.0001193627125961603
0.000357,0.0001193690473242639,0.0001193628690087527
0.000358,0.0001193690439361092,0.0001193630214757103
0.000359,0.000119369040633405,0.0001193631700973916
0.00036,0.0001193690374139732,0.0001193633149718209
0.000361,0.0001193690342756852,0.0001193634561947783
0.000362,0.0001193690312164604,0.0001193635938598909
0.000363,0.000119369028234264,0.0001193637280587232
0.000364,0.0001193690253271891,0.0001193638588770902
0.000365,0.000119369022493731,0.0001193639863827026
0.000366,0.000119369019731737,0.0001193641106724313
0.000367,0.0001193690170394004,0.0001193642318275713
0.000368,0.0001193690144149585,0.000119364349927456
0.000369,0.0001193690118566902,0.0001193644650495288
0.00037,0.0001193690093629148,0.0001193645772694157
0.000371,0.0001193690069319907,0.0001193646866609982
0.000372,0.0001193690045623132,0.0001193647932964852
0.000373,0.0001193690022524972,0.0001193648972381992
0.000374,0.0001193690000010313,0.0001193649985541629
0.000375,0.0001193689978063717,0.0001193650973138425
0.000376,0.0001193689956670827,0.0001193651935818472
0.000377,0.0001193689935817617,0.0001193652874212864
0.000378,0.0001193689915490384,0.0001193653788938322
0.000379,0.0001193689895675728,0.0001193654680597831
0.00038,0.000119368987636054,0.0001193655549781266
0.000381,0.0001193689857532346,0.0001193656397049994
0.000382,0.0001193689839180951,0.000119365722286273
0.000383,0.000119368982129277,0.0001193658027830885
0.000384,0.0001193689803856056,0.0001193658812482963
0.000385,0.000119368978685933,0.0001193659577335649
0.000386,0.0001193689770291358,0.0001193660322894345
0.000387,0.000119368975414115,0.0001193661049653702
0.000388,0.0001193689738397939,0.0001193661758098155
0.000389,0.0001193689723051176,0.0001193662448702459
0.00039,0.0001193689708092577,0.0001193663121839419
0.000391,0.0001193689693512441,0.0001193663777945531
0.000392,0.0001193689679300255,0.0001193664417493886
0.000393,0.000119368966544665,0.0001193665040906084
0.000394,0.0001193689651942466,0.000119366564859437
0.000395,0.0001193689638778739,0.0001193666240962042
0.000396,0.0001193689625946698,0.0001193666818403869
0.000397,0.0001193689613437751,0.0001193667381306506
0.000398,0.0001193689601243775,0.0001193667930035398
0.000399,0.0001193689589359109,0.0001193668464845341
0.0004,0.0001193689577774276,0.0001193668986162824
0.000401,0.0001193689566481668,0.0001193669494330184
0.0004020000000000001,0.0001193689555473855,0.0001193669989681744
0.000403,0.0001193689544743579,0.0001193670472544135
0.000404,0.0001193689534283746,0.0001193670943236602
0.000405,0.0001193689524087419,0.0001193671402071318
0.0004060000000000001,0.000119368951414781,0.0001193671849353697
0.000407,0.0001193689504459295,0.0001193672285336871
0.000408,0.0001193689495015687,0.0001193672710299229
0.000409,0.0001193689485810293,0.000119367312454193
0.00041,0.0001193689476837087,0.000119367352833621
0.000411,0.0001193689468090183,0.0001193673921946885
0.000412,0.0001193689459563833,0.0001193674305632602
0.000413,0.0001193689451252422,0.0001193674679646086
0.000414,0.000119368944315046,0.0001193675044234391
0.0004150000000000001,0.000119368943525266,0.0001193675399635374
0.000416,0.0001193689427554763,0.0001193675746040734
0.000417,0.0001193689420051103,0.0001193676083705428
0.000418,0.0001193689412736769,0.0001193676412850455
0.000419,0.0001193689405606964,0.0001193676733691667
0.00042,0.0001193689398657001,0.0001193677046439987
0.000421,0.0001193689391882298,0.0001193677351301616
0.000422,0.0001193689385278373,0.0001193677648478246
0.000423,0.0001193689378840839,0.0001193677938167274
0.000424,0.0001193689372565966,0.0001193678220536564
0.000425,0.000119368936644978,0.0001193678495764904
0.000426,0.0001193689360487949,0.0001193678764047285
0.000427,0.0001193689354676554,0.0001193679025560044
0.000428,0.0001193689349011765,0.0001193679280475568
0.000429,0.0001193689343489833,0.0001193679528962468
0.00043,0.0001193689338107093,0.0001193679771185759
0.0004310000000000001,0.0001193689332859954,0.0001193680007307027
0.000432,0.0001193689327744955,0.000119368023748199
0.000433,0.000119368932275969,0.0001193680461818884
0.000434,0.0001193689317900232,0.0001193680680494482
0.0004350000000000001,0.0001193689313163387,0.0001193680893652515
0.000436,0.0001193689308546033,0.0001193681101433439
0.000437,0.0001193689304045119,0.0001193681303974571
0.000438,0.000119368929965766,0.0001193681501410228
0.000439,0.0001193689295380734,0.0001193681693871864
0.00044,0.0001193689291211482,0.0001193681881488207
0.000441,0.0001193689287147556,0.0001193682064364881
0.000442,0.000119368928318645,0.0001193682242614641
0.000443,0.0001193689279325276,0.0001193682416367488
0.0004440000000000001,0.0001193689275561497,0.0001193682585737519
0.000445,0.0001193689271892638,0.0001193682750836181
0.000446,0.0001193689268316278,0.0001193682911772381
0.000447,0.0001193689264830051,0.0001193683068652588
0.000448,0.0001193689261431643,0.0001193683221580944
0.000449,0.0001193689258118806,0.0001193683370658593
0.00045,0.0001193689254889901,0.0001193683515959309
0.000451,0.0001193689251742457,0.0001193683657594283
0.000452,0.0001193689248674414,0.000119368379565625
0.000453,0.0001193689245683758,0.0001193683930235759
0.000454,0.0001193689242768524,0.000119368406142126
0.000455,0.0001193689239926792,0.0001193684189299184
0.000456,0.0001193689237156685,0.0001193684313954034
0.000457,0.0001193689234456364,0.0001193684435468469
0.000458,0.0001193689231824231,0.0001193684553914464
0.000459,0.0001193689229258655,0.0001193684669365357
0.0004600000000000001,0.0001193689226757816,0.0001193684781903127
0.000461,0.0001193689224320073,0.0001193684891601565
0.000462,0.0001193689221943824,0.000119368499853277
0.000463,0.0001193689219627503,0.0001193685102767215
0.0004639999999999999,0.0001193689217369578,0.000119368520437382
0.000465,0.0001193689215168551,0.0001193685303420026
0.000466,0.0001193689213022958,0.0001193685399971713
0.000467,0.0001193689210931947,0.0001193685494067199
0.000468,0.0001193689208893809,0.0001193685585783391
0.000469,0.000119368920690723,0.0001193685675179444
0.00047,0.0001193689204970929,0.0001193685762313009
0.000471,0.0001193689203083656,0.0001193685847240285
0.000472,0.0001193689201244194,0.000119368593001607
0.0004730000000000001,0.0001193689199451355,0.0001193686010693813
0.000474,0.0001193689197703981,0.0001193686089325661
0.000475,0.0001193689196000939,0.0001193686165962517
0.000476,0.0001193689194341127,0.000119368624065409
0.000477,0.0001193689192723463,0.0001193686313448942
0.000478,0.0001193689191146894,0.0001193686384394544
0.000479,0.0001193689189610388,0.0001193686453537328
0.00048,0.0001193689188112935,0.0001193686520922733
0.000481,0.0001193689186653545,0.0001193686586595263
0.000482,0.000119368918523125,0.0001193686650598534
0.000483,0.0001193689183845099,0.0001193686712975328
0.000484,0.000119368918249425,0.0001193686773763525
0.0004850000000000001,0.0001193689181177725,0.000119368683300715
0.000486,0.0001193689179894625,0.0001193686890746663
0.000487,0.0001193689178644066,0.0001193686947021799
0.000488,0.000119368917742518,0.0001193687001871697
0.000489,0.0001193689176237107,0.0001193687055334952
0.00049,0.0001193689175079003,0.0001193687107449663
0.000491,0.0001193689173950029,0.0001193687158253486
0.000492,0.0001193689172849357,0.0001193687207783683
0.0004929999999999999,0.0001193689171776169,0.0001193687256077177
0.0004940000000000001,0.0001193689170729648,0.0001193687303170595
0.000495,0.0001193689169708988,0.0001193687349100328
0.000496,0.0001193689168713382,0.0001193687393902574
0.0004969999999999999,0.000119368916774203,0.0001193687437613395
0.0004980000000000001,0.0001193689166794134,0.0001193687480268762
0.000499,0.0001193689165872164,0.0001193687521757369
0.0005,0.0001193689164974982,0.0001193687562130578
0.0005009999999999999,0.0001193689164100478,0.0001193687601483262
0.0005020000000000001,0.000119368916324807,0.00011936876398416
0.000503,0.000119368916241719,0.0001193687677231192
0.000504,0.0001193689161607282,0.0001193687713677082
0.000505,0.0001193689160817799,0.0001193687749203785
0.000506,0.000119368916004821,0.0001193687783835314
0.0005070000000000001,0.000119368915929799,0.0001193687817595203
0.000508,0.0001193689158566627,0.0001193687850506539
0.000509,0.0001193689157853617,0.0001193687882591981
0.00051,0.0001193689157158466,0.0001193687913873791
0.0005110000000000001,0.0001193689156480687,0.0001193687944373859
0.000512,0.0001193689155819801,0.0001193687974113728
0.000513,0.0001193689155175336,0.000119368800311462
0.0005139999999999999,0.0001193689154547184,0.0001193688031381498
0.000515,0.0001193689153935461,0.0001193688058909009
0.000516,0.0001193689153339121,0.0001193688085744317
0.000517,0.0001193689152757759,0.000119368811190561
0.000518,0.0001193689152190978,0.0001193688137410741
0.000519,0.0001193689151638389,0.0001193688162277253
0.0005200000000000001,0.0001193689151099608,0.0001193688186522396
0.000521,0.0001193689150574258,0.0001193688210163152
0.000522,0.0001193689150061966,0.0001193688233216258
0.000523,0.0001193689149562367,0.0001193688255698224
0.0005240000000000001,0.0001193689149075098,0.0001193688277625356
0.000525,0.0001193689148599799,0.0001193688299013778
0.000526,0.0001193689148136117,0.0001193688319879456
0.000527,0.0001193689147683701,0.0001193688340238213
0.000528,0.00011936891472422,0.0001193688360105759
0.000529,0.000119368914681127,0.000119368837949759
0.00053,0.0001193689146392789,0.0001193688398329259
0.000531,0.000119368914598479,0.0001193688416689188
0.000532,0.0001193689145587011,0.0001193688434589224
0.0005330000000000001,0.0001193689145199195,0.0001193688452040946
0.000534,0.000119368914482109,0.0001193688469055685
0.0005350000000000001,0.0001193689144452449,0.0001193688485644535
0.000536,0.0001193689144093031,0.0001193688501818368
0.000537,0.0001193689143742598,0.0001193688517587847
0.000538,0.0001193689143400918,0.000119368853296344
0.000539,0.0001193689143067762,0.0001193688547955434
0.00054,0.0001193689142742906,0.000119368856257395
0.000541,0.0001193689142426128,0.0001193688576828955
0.0005419999999999999,0.000119368914211721,0.0001193688590730277
0.000543,0.0001193689141815936,0.000119368860428762
0.000544,0.0001193689141522092,0.0001193688617510575
0.000545,0.000119368914123594,0.0001193688630387416
